"","id","temperature_start","temperature_end"
"1",10117697,1.50779399799824,6.92347789417377
"2",10117703,1.50779399799824,6.8718259714091
"3",10117704,1.50779399799824,6.87891766502447
"4",10117705,1.50779399799824,6.83212108848127
"5",10117706,1.50779399799824,6.87888273579739
"6",10117707,1.50779399799824,6.93908695696244
"7",10117709,1.50779399799824,6.85445997062963
"8",10117710,1.50779399799824,6.87894191556903
"9",10117723,1.50779399799824,6.9012672578472
"10",10117724,1.50779399799824,6.87871819457534
"11",10117726,1.50779399799824,6.87908494748704
"12",10117729,1.50779399799824,6.84905181942776
"13",10117730,1.50779399799824,6.87668633991782
"14",10117731,1.50779399799824,6.87523595786118
"15",10117734,1.50779399799824,6.87522785105821
"16",10117740,6.91355984283565,10.1927324368724
"17",10117745,6.91355984283565,10.2503273296478
"18",10117746,6.91355984283565,10.2337350969175
"19",10117750,6.91355984283565,10.2393216548458
"20",10117751,6.91355984283565,10.2316874557742
"21",10117752,6.91355984283565,10.2373616324235
"22",10117753,6.91355984283565,10.2316532474508
"23",10117754,6.91355984283565,10.1814214149689
"24",10117757,6.91355984283565,10.2298410845684
"25",10117759,6.91355984283565,10.2317293788754
"26",10117760,6.91355984283565,10.2709028847684
"27",10117761,6.91355984283565,10.2296843116645
"28",10117766,6.91355984283565,10.2355711338992
"29",10117773,6.91355984283565,10.2316770372697
"30",10117774,6.91355984283565,10.2316917287901
"31",10117776,10.1065763343816,11.0789319168349
"32",10117777,10.1065763343816,11.1281310533101
"33",10117782,10.1065763343816,11.1105889843376
"34",10117786,10.1065763343816,11.0197376487206
"35",10117788,10.1065763343816,11.1422145449569
"36",10117789,10.1065763343816,11.1422200635981
"37",10117790,10.1065763343816,11.071689141092
"38",10117793,10.1065763343816,11.1124366904358
"39",10117795,10.1065763343816,11.0678434277635
"40",10117796,10.1065763343816,11.1521936837204
"41",10117799,10.1065763343816,11.0987451758382
"42",10117800,10.1065763343816,11.0988442342553
"43",10117809,10.1065763343816,11.1967676552633
"44",10117810,10.1065763343816,11.1548661517908
"45",10117816,10.1065763343816,11.1239676999467
"46",10117823,11.0783036526439,12.6200424478439
"47",10117824,11.0783036526439,12.5413001510616
"48",10117825,11.0783036526439,12.5465295769535
"49",10117826,11.0783036526439,12.5383132069552
"50",10117833,11.0783036526439,12.5017483925705
"51",10117836,11.0783036526439,12.5414601583341
"52",10117837,11.0783036526439,12.5853289297753
"53",10117838,11.0783036526439,12.5470880531369
"54",10117844,11.0783036526439,12.5445184125968
"55",10117846,11.0783036526439,12.5786160570312
"56",10117848,11.0783036526439,12.511777187127
"57",10117849,11.0783036526439,12.5574581137038
"58",10117850,11.0783036526439,12.5944947056755
"59",10117851,11.0783036526439,12.581773393013
"60",10117852,11.0783036526439,12.5313910221961
"61",10117862,12.5363421789768,12.6631430279474
"62",10117863,12.5363421789768,12.5928426156002
"63",10117865,12.5363421789768,12.585835563136
"64",10117866,12.5363421789768,12.6032402583635
"65",10117867,12.5363421789768,12.5669267198566
"66",10117870,12.5363421789768,12.6065360641648
"67",10117877,12.5363421789768,12.5979054649292
"68",10117878,12.5363421789768,12.602886740839
"69",10117880,12.5363421789768,12.6032322097487
"70",10117883,12.5363421789768,12.6380612398988
"71",10117884,12.5363421789768,12.5561170544916
"72",10117886,12.5363421789768,12.6031090007706
"73",10117887,12.5363421789768,12.614235996703
"74",10117888,12.5363421789768,12.603226466719
"75",10117895,12.5363421789768,12.6750850812093
"76",10117902,12.5920411683359,7.58232135917534
"77",10117904,12.5920411683359,7.62338277923091
"78",10117906,12.5920411683359,7.58783245533644
"79",10117909,12.5920411683359,7.58235280125494
"80",10117912,12.5920411683359,7.67748547449744
"81",10117916,12.5920411683359,7.56236583641234
"82",10117920,12.5920411683359,7.61182211162307
"83",10117923,12.5920411683359,7.65307880871914
